TEST DATE,Positive_Pools,Total_Mosquitoes,MIR,moon_phase,STATION,NAME,DATE,PRCP,TMAX
2021-09-30,3,755,3.9735099337748334,22.27788888888889,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2021-09-30,0.0,80
2022-06-10,0,393,0.0,9.755666666666668,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-06-10,0.02,78
2022-06-17,1,2274,0.4397537379067722,17.22233333333333,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-06-17,0.0,84
2022-06-23,0,367,0.0,23.211222222222226,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-06-23,0.0,85
2022-06-30,1,376,2.6595744680851063,1.2001111111111111,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-06-30,0.0,92
2022-07-07,1,105,9.523809523809526,7.344555555555556,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-07-07,0.0,86
2022-07-14,2,463,4.319654427645789,14.733444444444444,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-07-14,0.0,80
2022-07-21,2,544,3.676470588235294,21.811222222222224,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-07-21,0.0,92
2022-07-28,1,402,2.487562189054726,27.80011111111111,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-07-28,0.0,80
2022-08-04,14,1384,10.115606936416183,6.100111111111112,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-08-04,0.0,83
2022-08-11,17,755,22.516556291390728,13.255666666666668,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-08-11,0.0,79
2022-08-18,9,820,10.97560975609756,20.41122222222222,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-08-18,0.0,84
2022-08-25,8,741,10.79622132253711,26.400111111111112,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-08-25,0.35,81
2022-09-01,14,951,14.721345951629864,4.777888888888889,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-09-01,0.0,88
2022-09-08,9,986,9.127789046653144,11.933444444444444,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-09-08,0.0,84
2022-09-15,1,361,2.770083102493075,18.933444444444444,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-09-15,0.0,81
2022-09-22,0,271,0.0,24.92233333333333,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-09-22,0.0,64
2022-09-29,0,39,0.0,3.4556666666666667,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-09-29,0.0,64
2022-10-06,0,127,0.0,10.533444444444443,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2022-10-06,0.05,76
2023-06-08,1,300,3.333333333333333,18.54455555555556,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-06-08,0.0,75
2023-06-15,2,1040,1.9230769230769231,25.54455555555556,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-06-15,0.0,80
2023-06-22,0,533,0.0,3.7667777777777776,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-06-22,0.0,86
2023-06-29,0,958,0.0,9.911222222222223,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-06-29,0.06,88
2023-07-06,5,1159,4.3140638481449525,17.22233333333333,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-07-06,0.0,82
2023-07-13,8,1124,7.117437722419928,24.22233333333333,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-07-13,0.03,78
2023-07-20,14,2262,6.18921308576481,2.3667777777777776,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-07-20,0.0,87
2023-07-27,27,2882,9.368494101318529,8.433444444444445,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-07-27,0.0,92
2023-08-03,24,1451,16.540317022742936,15.822333333333336,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-08-03,0.0,90
2023-08-10,58,3377,17.175007403020434,22.900111111111112,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-08-10,0.0,86
2023-08-17,21,848,24.764150943396228,0.9667777777777776,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-08-17,0.2,80
2023-08-24,31,1759,17.62364980102331,7.111222222222223,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-08-24,0.0,100
2023-08-31,22,1246,17.656500802568218,14.344555555555557,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-08-31,0.0,79
2023-09-07,21,1118,18.783542039356,21.57788888888889,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-09-07,0.03,71
2023-09-14,9,903,9.966777408637872,27.566777777777776,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-09-14,0.0,74
2023-09-21,4,1007,3.972194637537239,5.711222222222223,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-09-21,0.05,81
2023-09-28,2,520,3.8461538461538463,12.944555555555556,USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2023-09-28,0.01,71
