SEASON YEAR,BLOCK,WEEK,Number of Negative Pools,Number of Positive Pools
2018,58XX N RIDGE AVE,39,1,0
2018,58XX N WESTERN AVE,23,1,0
2018,58XX N WESTERN AVE,24,1,0
2018,58XX N WESTERN AVE,25,2,0
2018,58XX N WESTERN AVE,26,1,0
2018,58XX N WESTERN AVE,27,2,0
2018,58XX N WESTERN AVE,28,1,0
2018,58XX N WESTERN AVE,30,1,0
2018,58XX N WESTERN AVE,32,1,0
2018,58XX N WESTERN AVE,33,1,0
2018,58XX N WESTERN AVE,34,1,0
2018,58XX N WESTERN AVE,37,1,0
2018,5XX S CENTRAL AVE,23,2,0
2018,5XX S CENTRAL AVE,24,2,0
2018,5XX S CENTRAL AVE,25,2,0
2018,5XX S CENTRAL AVE,26,1,0
2018,5XX S CENTRAL AVE,27,2,0
2018,5XX S CENTRAL AVE,28,3,0
2018,5XX S CENTRAL AVE,29,1,1
2018,5XX S CENTRAL AVE,30,1,0
2018,5XX S CENTRAL AVE,31,2,1
2018,5XX S CENTRAL AVE,33,3,2
2018,5XX S CENTRAL AVE,34,3,0
2018,5XX S CENTRAL AVE,35,3,0
2018,5XX S CENTRAL AVE,36,2,0
2018,5XX S CENTRAL AVE,38,2,0
2018,5XX S CENTRAL AVE,39,1,0
2018,5XX W 72ND ST,23,1,0
2018,5XX W 72ND ST,24,1,0
2018,5XX W 72ND ST,25,1,0
2018,5XX W 72ND ST,26,1,0
2018,5XX W 72ND ST,29,1,0
2018,5XX W 72ND ST,30,1,0
2018,5XX W 72ND ST,31,1,0
2018,5XX W 72ND ST,32,2,0
2018,5XX W 72ND ST,33,1,0
2018,5XX W 72ND ST,34,2,1
2018,5XX W 72ND ST,35,2,0
2018,5XX W 72ND ST,36,2,0
2018,5XX W 72ND ST,37,2,0
2018,5XX W 72ND ST,38,1,0
2018,5XX W 72ND ST,39,1,0
2018,61XX N LEMONT AVE,25,1,0
2018,61XX N LEMONT AVE,27,1,0
2018,61XX N LEMONT AVE,28,1,0
2018,61XX N LEMONT AVE,29,1,0
2018,61XX N LEMONT AVE,30,2,0
2018,61XX N LEMONT AVE,31,1,0
2018,61XX N LEMONT AVE,32,1,0
2018,61XX N LEMONT AVE,33,1,0
2018,61XX W FULLERTON AVE,23,2,0
2018,61XX W FULLERTON AVE,24,2,0
2018,61XX W FULLERTON AVE,25,1,0
2018,61XX W FULLERTON AVE,26,1,0
2018,61XX W FULLERTON AVE,27,1,0
2018,61XX W FULLERTON AVE,28,0,1
2018,61XX W FULLERTON AVE,29,2,0
2018,61XX W FULLERTON AVE,30,1,0
2018,61XX W FULLERTON AVE,32,0,2
2018,61XX W FULLERTON AVE,33,1,0
2018,61XX W FULLERTON AVE,34,1,0
2018,61XX W FULLERTON AVE,35,1,0
2018,61XX W FULLERTON AVE,36,1,0
2018,61XX W FULLERTON AVE,37,1,0
2018,61XX W FULLERTON AVE,38,3,0
2018,61XX W FULLERTON AVE,39,1,0
2018,62XX N MCCLELLAN AVE,23,3,0
2018,62XX N MCCLELLAN AVE,24,1,0
2018,62XX N MCCLELLAN AVE,25,2,0
2018,62XX N MCCLELLAN AVE,26,1,0
2018,62XX N MCCLELLAN AVE,27,1,0
2018,62XX N MCCLELLAN AVE,28,2,0
2018,62XX N MCCLELLAN AVE,29,2,0
2018,62XX N MCCLELLAN AVE,30,0,1
2018,62XX N MCCLELLAN AVE,31,2,0
2018,62XX N MCCLELLAN AVE,32,1,0
2018,62XX N MCCLELLAN AVE,33,1,0
2018,62XX N MCCLELLAN AVE,37,1,0
2018,62XX N MCCLELLAN AVE,39,1,0
2018,63XX W 64TH ST,25,1,0
2018,63XX W 64TH ST,26,1,0
2018,63XX W 64TH ST,28,1,0
2018,63XX W 64TH ST,29,2,0
2018,63XX W 64TH ST,30,1,0
2018,63XX W 64TH ST,31,2,0
2018,63XX W 64TH ST,32,0,1
2018,63XX W 64TH ST,33,1,0
2018,63XX W 64TH ST,34,1,0
2018,63XX W 64TH ST,35,1,0
2018,63XX W 64TH ST,37,1,0
2018,63XX W 64TH ST,38,1,0
2018,63XX W 64TH ST,39,1,0
2018,64XX S STONY ISLAND AVE,25,1,0
2018,64XX S STONY ISLAND AVE,26,1,0
2018,64XX S STONY ISLAND AVE,29,1,0
2018,64XX S STONY ISLAND AVE,30,1,0
2018,64XX S STONY ISLAND AVE,31,1,0
2018,64XX S STONY ISLAND AVE,33,1,0
2018,64XX S STONY ISLAND AVE,34,1,0
2018,64XX S STONY ISLAND AVE,35,1,0
2018,67XX S KEDZIE AVE,23,1,0
2018,67XX S KEDZIE AVE,25,2,0
2018,67XX S KEDZIE AVE,26,1,0
2018,67XX S KEDZIE AVE,27,1,0
2018,67XX S KEDZIE AVE,28,4,4
2018,67XX S KEDZIE AVE,29,1,2
2018,67XX S KEDZIE AVE,30,0,2
2018,67XX S KEDZIE AVE,31,1,2
2018,67XX S KEDZIE AVE,32,2,3
2018,67XX S KEDZIE AVE,33,1,0
2018,67XX S KEDZIE AVE,34,1,0
2018,67XX S KEDZIE AVE,36,1,0
2018,67XX S KEDZIE AVE,37,1,0
2018,67XX S KEDZIE AVE,39,1,0
2018,6XX E 91ST PL,23,1,0
2018,6XX E 91ST PL,24,2,0
2018,6XX E 91ST PL,25,1,0
2018,6XX E 91ST PL,26,1,0
2018,6XX E 91ST PL,27,1,0
2018,6XX E 91ST PL,28,2,0
2018,6XX E 91ST PL,29,1,0
2018,6XX E 91ST PL,30,1,0
2018,6XX E 91ST PL,31,1,0
2018,6XX E 91ST PL,32,1,0
2018,6XX E 91ST PL,33,2,0
2018,6XX E 91ST PL,34,0,2
2018,6XX E 91ST PL,35,0,1
2018,6XX E 91ST PL,37,1,0
2018,6XX E 91ST PL,38,1,0
2018,6XX E 91ST PL,39,1,0
2018,6XX W MONTROSE DR,23,1,0
2018,6XX W MONTROSE DR,25,1,0
2018,6XX W MONTROSE DR,26,1,0
2018,6XX W MONTROSE DR,27,1,0
2018,6XX W MONTROSE DR,28,1,0
2018,6XX W MONTROSE DR,29,1,0
2018,6XX W MONTROSE DR,30,1,0
2018,6XX W MONTROSE DR,31,1,0
2018,6XX W MONTROSE DR,33,3,0
2018,6XX W MONTROSE DR,34,1,0
2018,6XX W MONTROSE DR,36,1,0
2018,70XX N MOSELLE AVE,23,1,0
2018,70XX N MOSELLE AVE,24,1,0
2018,70XX N MOSELLE AVE,25,1,0
2018,70XX N MOSELLE AVE,26,1,0
2018,70XX N MOSELLE AVE,27,1,0
2018,70XX N MOSELLE AVE,28,1,0
2018,70XX N MOSELLE AVE,29,2,0
2018,70XX N MOSELLE AVE,30,1,0
2018,70XX N MOSELLE AVE,31,2,0
2018,70XX N MOSELLE AVE,32,1,1
2018,70XX N MOSELLE AVE,33,2,0
2018,70XX N MOSELLE AVE,35,1,0
2018,70XX N MOSELLE AVE,36,1,0
2018,70XX N MOSELLE AVE,38,1,0
2018,70XX W ARMITAGE AVE,23,2,0
2018,70XX W ARMITAGE AVE,24,2,0
2018,70XX W ARMITAGE AVE,25,2,0
2018,70XX W ARMITAGE AVE,26,2,0
2018,70XX W ARMITAGE AVE,27,2,0
2018,70XX W ARMITAGE AVE,28,2,0
2018,70XX W ARMITAGE AVE,29,2,0
2018,70XX W ARMITAGE AVE,30,1,0
2018,70XX W ARMITAGE AVE,31,2,0
2018,70XX W ARMITAGE AVE,32,2,0
2018,70XX W ARMITAGE AVE,33,1,1
2018,70XX W ARMITAGE AVE,34,1,0
2018,70XX W ARMITAGE AVE,35,1,0
2018,70XX W ARMITAGE AVE,36,2,0
2018,70XX W ARMITAGE AVE,38,2,0
2018,70XX W ARMITAGE AVE,39,2,0
2018,71XX N HARLEM AVE,23,1,0
2018,71XX N HARLEM AVE,24,1,0
2018,71XX N HARLEM AVE,25,1,0
2018,71XX N HARLEM AVE,27,2,0
2018,71XX N HARLEM AVE,28,3,0
2018,71XX N HARLEM AVE,29,4,0
2018,71XX N HARLEM AVE,30,2,1
2018,71XX N HARLEM AVE,31,2,1
2018,71XX N HARLEM AVE,32,2,1
2018,71XX N HARLEM AVE,33,3,0
2018,71XX N HARLEM AVE,34,2,1
2018,71XX N HARLEM AVE,35,1,1
2018,71XX N HARLEM AVE,36,2,0
2018,71XX N HARLEM AVE,37,3,0
2018,71XX N HARLEM AVE,38,1,0
2018,71XX N HARLEM AVE,39,2,0
2018,71XX S SOUTH SHORE DR,23,1,0
2018,71XX S SOUTH SHORE DR,24,1,0
2018,71XX S SOUTH SHORE DR,25,1,0
2018,71XX S SOUTH SHORE DR,27,2,0
2018,71XX S SOUTH SHORE DR,28,3,0
2018,71XX S SOUTH SHORE DR,29,1,0
2018,71XX S SOUTH SHORE DR,30,1,0
2018,71XX S SOUTH SHORE DR,31,2,0
2018,71XX S SOUTH SHORE DR,32,1,0
2018,71XX S SOUTH SHORE DR,33,2,0
2018,71XX S SOUTH SHORE DR,35,1,0
2018,71XX S SOUTH SHORE DR,37,1,0
2018,71XX S SOUTH SHORE DR,38,1,0
2018,77XX S EBERHART AVE,23,1,0
2018,77XX S EBERHART AVE,24,1,0
2018,77XX S EBERHART AVE,25,1,0
2018,77XX S EBERHART AVE,26,1,0
2018,77XX S EBERHART AVE,27,1,0
2018,77XX S EBERHART AVE,28,1,0
2018,77XX S EBERHART AVE,29,1,0
2018,77XX S EBERHART AVE,30,1,0
2018,77XX S EBERHART AVE,31,1,0
2018,77XX S EBERHART AVE,32,1,0
2018,77XX S EBERHART AVE,33,2,0
2018,77XX S EBERHART AVE,34,1,0
2018,77XX S EBERHART AVE,35,1,0
2018,77XX S EBERHART AVE,37,1,0
2018,77XX S EBERHART AVE,38,1,0
2018,77XX S EBERHART AVE,39,1,0
2018,82XX S KOSTNER AVE,24,1,0
2018,82XX S KOSTNER AVE,25,1,0
2018,82XX S KOSTNER AVE,26,1,0
2018,82XX S KOSTNER AVE,27,0,1
2018,82XX S KOSTNER AVE,28,2,0
2018,82XX S KOSTNER AVE,29,1,0
2018,82XX S KOSTNER AVE,30,1,0
2018,82XX S KOSTNER AVE,31,0,1
2018,82XX S KOSTNER AVE,32,2,0
2018,82XX S KOSTNER AVE,33,1,1
2018,82XX S KOSTNER AVE,34,1,0
2018,82XX S KOSTNER AVE,35,1,0
2018,82XX S KOSTNER AVE,36,1,0
2018,82XX S KOSTNER AVE,37,1,0
2018,82XX S KOSTNER AVE,39,1,0
2018,89XX S CARPENTER ST,23,1,0
2018,89XX S CARPENTER ST,24,1,0
2018,89XX S CARPENTER ST,25,1,0
2018,89XX S CARPENTER ST,26,2,0
2018,89XX S CARPENTER ST,27,1,0
2018,89XX S CARPENTER ST,28,3,0
2018,89XX S CARPENTER ST,29,2,0
2018,89XX S CARPENTER ST,30,1,1
2018,89XX S CARPENTER ST,31,2,0
2018,89XX S CARPENTER ST,32,3,0
2018,89XX S CARPENTER ST,33,2,2
2018,89XX S CARPENTER ST,34,3,0
2018,89XX S CARPENTER ST,35,1,0
2018,89XX S CARPENTER ST,36,1,0
2018,89XX S CARPENTER ST,37,1,0
2018,89XX S CARPENTER ST,38,2,0
2018,89XX S CARPENTER ST,39,1,0
2018,89XX S MUSKEGON AVE,23,2,0
2018,89XX S MUSKEGON AVE,24,1,0
2018,89XX S MUSKEGON AVE,25,1,0
2018,89XX S MUSKEGON AVE,26,2,0
2018,89XX S MUSKEGON AVE,27,2,0
2018,89XX S MUSKEGON AVE,28,1,0
2018,89XX S MUSKEGON AVE,29,1,1
2018,89XX S MUSKEGON AVE,30,1,1
2018,89XX S MUSKEGON AVE,31,2,0
2018,89XX S MUSKEGON AVE,32,1,0
2018,89XX S MUSKEGON AVE,33,1,1
2018,89XX S MUSKEGON AVE,34,0,1
2018,89XX S MUSKEGON AVE,35,1,0
2018,89XX S MUSKEGON AVE,36,2,0
2018,89XX S MUSKEGON AVE,37,1,0
2018,91XX W HIGGINS RD,24,1,0
2018,91XX W HIGGINS RD,25,1,0
2018,91XX W HIGGINS RD,26,1,0
2018,91XX W HIGGINS RD,28,1,1
2018,91XX W HIGGINS RD,29,2,0
2018,91XX W HIGGINS RD,30,1,0
2018,91XX W HIGGINS RD,31,1,1
2018,91XX W HIGGINS RD,32,2,0
2018,91XX W HIGGINS RD,33,0,2
2018,91XX W HIGGINS RD,34,1,0
2018,91XX W HIGGINS RD,35,2,0
2018,91XX W HIGGINS RD,36,2,0
2018,91XX W HIGGINS RD,38,2,0
2018,91XX W HIGGINS RD,39,2,0
2018,9XX W GARFIELD BLVD,23,1,0
2018,9XX W GARFIELD BLVD,24,1,0
2018,9XX W GARFIELD BLVD,25,1,0
2018,9XX W GARFIELD BLVD,26,1,0
2018,9XX W GARFIELD BLVD,27,2,0
2018,9XX W GARFIELD BLVD,28,1,0
2018,9XX W GARFIELD BLVD,29,1,0
2018,9XX W GARFIELD BLVD,30,1,0
2018,9XX W GARFIELD BLVD,31,2,0
2018,9XX W GARFIELD BLVD,32,2,0
2018,9XX W GARFIELD BLVD,33,2,0
2018,9XX W GARFIELD BLVD,34,1,0
2018,9XX W GARFIELD BLVD,35,1,0
2018,9XX W GARFIELD BLVD,36,1,0
2018,9XX W GARFIELD BLVD,38,1,0
2019,100XX W OHARE,23,2,0
2019,100XX W OHARE,24,2,0
2019,100XX W OHARE,25,2,0
2019,100XX W OHARE,28,1,0
2019,100XX W OHARE,29,1,0
2019,100XX W OHARE,30,2,0
2019,100XX W OHARE,31,3,0
2019,100XX W OHARE,32,2,0
2019,100XX W OHARE,33,1,1
2019,100XX W OHARE,34,2,0
2019,100XX W OHARE,35,1,0
2019,100XX W OHARE,36,2,0
2019,100XX W OHARE,37,1,0
2019,100XX W OHARE,38,1,0
2019,100XX W OHARE,39,1,0
2019,100XX W OHARE AIRPORT,23,11,0
2019,100XX W OHARE AIRPORT,24,16,0
2019,100XX W OHARE AIRPORT,25,12,0
2019,100XX W OHARE AIRPORT,26,7,0
2019,100XX W OHARE AIRPORT,27,10,1
2019,100XX W OHARE AIRPORT,28,13,0
2019,100XX W OHARE AIRPORT,29,15,0
2019,100XX W OHARE AIRPORT,30,13,0
2019,100XX W OHARE AIRPORT,31,15,1
2019,100XX W OHARE AIRPORT,32,13,2
2019,100XX W OHARE AIRPORT,33,10,2
2019,100XX W OHARE AIRPORT,34,11,6
2019,100XX W OHARE AIRPORT,35,9,3
2019,100XX W OHARE AIRPORT,36,12,1
2019,100XX W OHARE AIRPORT,37,10,1
2019,100XX W OHARE AIRPORT,38,10,0
2019,100XX W OHARE AIRPORT,39,3,0
2019,101XX S STONY ISLAND AVE,23,2,0
2019,101XX S STONY ISLAND AVE,24,2,0
2019,101XX S STONY ISLAND AVE,25,3,0
2019,101XX S STONY ISLAND AVE,26,3,0
2019,101XX S STONY ISLAND AVE,27,2,0
2019,101XX S STONY ISLAND AVE,28,2,0
2019,101XX S STONY ISLAND AVE,29,1,0
2019,101XX S STONY ISLAND AVE,30,3,0
2019,101XX S STONY ISLAND AVE,31,2,0
2019,101XX S STONY ISLAND AVE,32,2,0
2019,101XX S STONY ISLAND AVE,33,2,0
2019,101XX S STONY ISLAND AVE,34,1,0
2019,101XX S STONY ISLAND AVE,35,1,1
2019,101XX S STONY ISLAND AVE,36,3,0
2019,101XX S STONY ISLAND AVE,37,2,0
2019,101XX S STONY ISLAND AVE,38,2,0
2019,101XX S STONY ISLAND AVE,39,2,0
2019,104XX S VINCENNES AVE,23,2,0
2019,104XX S VINCENNES AVE,24,1,0
2019,104XX S VINCENNES AVE,25,2,0
2019,104XX S VINCENNES AVE,26,1,0
2019,104XX S VINCENNES AVE,28,1,0
2019,104XX S VINCENNES AVE,29,1,0
2019,104XX S VINCENNES AVE,33,1,0
2019,104XX S VINCENNES AVE,35,1,0
2019,104XX S VINCENNES AVE,36,1,0
2019,104XX S VINCENNES AVE,37,1,0
2019,104XX S VINCENNES AVE,38,0,1
2019,104XX S VINCENNES AVE,39,1,0
2019,109XX S COTTAGE GROVE AVE,23,2,0
2019,109XX S COTTAGE GROVE AVE,24,2,0
2019,109XX S COTTAGE GROVE AVE,25,2,0
2019,109XX S COTTAGE GROVE AVE,26,1,0
2019,109XX S COTTAGE GROVE AVE,27,2,0
2019,109XX S COTTAGE GROVE AVE,28,3,0
2019,109XX S COTTAGE GROVE AVE,29,2,0
2019,109XX S COTTAGE GROVE AVE,30,2,0
2019,109XX S COTTAGE GROVE AVE,31,2,0
2019,109XX S COTTAGE GROVE AVE,32,2,0
2019,109XX S COTTAGE GROVE AVE,33,2,0
2019,109XX S COTTAGE GROVE AVE,34,1,0
2019,109XX S COTTAGE GROVE AVE,35,1,0
2019,109XX S COTTAGE GROVE AVE,36,2,0
2019,109XX S COTTAGE GROVE AVE,37,1,0
2019,109XX S COTTAGE GROVE AVE,38,1,0
2019,109XX S COTTAGE GROVE AVE,39,1,0
2019,10XX E 67TH ST,23,2,0
2019,10XX E 67TH ST,24,3,0
2019,10XX E 67TH ST,25,1,0
2019,10XX E 67TH ST,26,2,0
2019,10XX E 67TH ST,27,1,0
2019,10XX E 67TH ST,28,2,0
2019,10XX E 67TH ST,29,2,0
2019,10XX E 67TH ST,30,2,0
2019,10XX E 67TH ST,31,1,0
2019,10XX E 67TH ST,32,1,0
2019,10XX E 67TH ST,33,1,0
2019,10XX E 67TH ST,35,1,0
2019,10XX E 67TH ST,36,1,0
2019,10XX E 67TH ST,37,2,0
2019,10XX E 67TH ST,39,1,0
2019,119XX S ASHLAND AVE,23,2,0
2019,119XX S ASHLAND AVE,24,2,0
2019,119XX S ASHLAND AVE,25,2,0
2019,119XX S ASHLAND AVE,26,2,0
2019,119XX S ASHLAND AVE,27,2,0
2019,119XX S ASHLAND AVE,28,1,0
2019,119XX S ASHLAND AVE,29,1,0
2019,119XX S ASHLAND AVE,30,1,0
2019,119XX S ASHLAND AVE,31,1,0
2019,119XX S ASHLAND AVE,32,2,0
2019,119XX S ASHLAND AVE,33,2,0
2019,119XX S ASHLAND AVE,34,2,0
2019,119XX S ASHLAND AVE,35,1,0
2019,119XX S ASHLAND AVE,36,1,0
2019,119XX S ASHLAND AVE,38,2,0
2019,119XX S ASHLAND AVE,39,1,0
2019,11XX S CALIFORNIA AVE,23,2,0
2019,11XX S CALIFORNIA AVE,24,2,0
2019,11XX S CALIFORNIA AVE,25,1,0
2019,11XX S CALIFORNIA AVE,26,1,0
2019,11XX S CALIFORNIA AVE,27,1,0
2019,11XX S CALIFORNIA AVE,28,1,0
2019,11XX S CALIFORNIA AVE,30,2,0
2019,11XX S CALIFORNIA AVE,31,1,0
2019,11XX S CALIFORNIA AVE,32,1,0
2019,11XX S CALIFORNIA AVE,33,2,0
2019,11XX S CALIFORNIA AVE,34,2,0
2019,11XX S CALIFORNIA AVE,35,0,2
2019,11XX S CALIFORNIA AVE,36,1,0
2019,11XX S CALIFORNIA AVE,37,1,0
2019,11XX S CALIFORNIA AVE,38,1,0
2019,11XX S CALIFORNIA AVE,39,1,0
2019,11XX W CHICAGO AVE,23,1,0
2019,11XX W CHICAGO AVE,24,3,0
2019,11XX W CHICAGO AVE,25,1,0
2019,11XX W CHICAGO AVE,26,1,0
2019,11XX W CHICAGO AVE,27,2,0
2019,11XX W CHICAGO AVE,28,1,0
2019,11XX W CHICAGO AVE,29,1,0
2019,11XX W CHICAGO AVE,30,1,0
2019,11XX W CHICAGO AVE,31,1,0
2019,11XX W CHICAGO AVE,32,1,0
2019,11XX W CHICAGO AVE,33,2,0
2019,11XX W CHICAGO AVE,34,2,0
2019,11XX W CHICAGO AVE,35,3,0
2019,11XX W CHICAGO AVE,36,2,0
2019,11XX W CHICAGO AVE,37,2,0
2019,11XX W CHICAGO AVE,38,2,0
2019,11XX W CHICAGO AVE,39,1,0
2019,11XX W ROOSEVELT RD,23,2,0
2019,11XX W ROOSEVELT RD,24,2,0
2019,11XX W ROOSEVELT RD,25,2,0
2019,11XX W ROOSEVELT RD,26,2,0
2019,11XX W ROOSEVELT RD,27,1,0
2019,11XX W ROOSEVELT RD,28,2,0
2019,11XX W ROOSEVELT RD,29,2,0
2019,11XX W ROOSEVELT RD,30,1,0
2019,11XX W ROOSEVELT RD,31,1,0
2019,11XX W ROOSEVELT RD,32,1,0
2019,11XX W ROOSEVELT RD,33,2,0
2019,11XX W ROOSEVELT RD,34,2,0
2019,11XX W ROOSEVELT RD,35,2,0
2019,11XX W ROOSEVELT RD,36,2,0
2019,11XX W ROOSEVELT RD,37,2,0
2019,11XX W ROOSEVELT RD,38,2,0
2019,11XX W ROOSEVELT RD,39,2,0
2019,127XX S DOTY AVE,23,2,0
2019,127XX S DOTY AVE,24,3,0
2019,127XX S DOTY AVE,25,2,0
2019,127XX S DOTY AVE,26,3,0
2019,127XX S DOTY AVE,27,2,0
2019,127XX S DOTY AVE,28,1,0
2019,127XX S DOTY AVE,29,2,0
2019,127XX S DOTY AVE,30,2,0
2019,127XX S DOTY AVE,31,2,0
2019,127XX S DOTY AVE,32,2,0
2019,127XX S DOTY AVE,33,1,0
2019,127XX S DOTY AVE,34,1,0
2019,127XX S DOTY AVE,35,3,0
2019,127XX S DOTY AVE,36,2,0
2019,127XX S DOTY AVE,37,2,0
2019,127XX S DOTY AVE,38,1,0
2019,127XX S DOTY AVE,39,1,0
2019,12XX W GREENLEAF AVE,23,3,0
2019,12XX W GREENLEAF AVE,24,2,0
2019,12XX W GREENLEAF AVE,25,1,0
2019,12XX W GREENLEAF AVE,26,2,0
2019,12XX W GREENLEAF AVE,28,2,0
2019,12XX W GREENLEAF AVE,30,1,0
2019,12XX W GREENLEAF AVE,31,2,0
2019,12XX W GREENLEAF AVE,33,2,0
2019,12XX W GREENLEAF AVE,34,1,0
2019,12XX W GREENLEAF AVE,36,1,0
2019,12XX W GREENLEAF AVE,37,1,0
2019,12XX W GREENLEAF AVE,38,1,0
2019,12XX W GREENLEAF AVE,39,1,0
2019,131XX S BRANDON AVE,23,2,0
2019,131XX S BRANDON AVE,24,2,0
2019,131XX S BRANDON AVE,25,3,0
2019,131XX S BRANDON AVE,26,3,0
2019,131XX S BRANDON AVE,27,2,0
2019,131XX S BRANDON AVE,28,2,0
2019,131XX S BRANDON AVE,29,2,0
2019,131XX S BRANDON AVE,30,1,0
2019,131XX S BRANDON AVE,31,3,0
2019,131XX S BRANDON AVE,32,2,0
2019,131XX S BRANDON AVE,33,3,0
2019,131XX S BRANDON AVE,34,1,1
2019,131XX S BRANDON AVE,35,1,0
2019,131XX S BRANDON AVE,36,2,0
2019,131XX S BRANDON AVE,37,3,0
2019,131XX S BRANDON AVE,38,3,0
2019,131XX S BRANDON AVE,39,2,0
2019,13XX N LARAMIE AVE,23,2,0
2019,13XX N LARAMIE AVE,24,2,0
2019,13XX N LARAMIE AVE,25,2,0
2019,13XX N LARAMIE AVE,26,2,0
2019,13XX N LARAMIE AVE,27,2,0
2019,13XX N LARAMIE AVE,28,2,0
2019,13XX N LARAMIE AVE,29,1,0
2019,13XX N LARAMIE AVE,30,1,0
2019,13XX N LARAMIE AVE,31,1,0
2019,13XX N LARAMIE AVE,32,2,0
2019,13XX N LARAMIE AVE,33,1,0
2019,13XX N LARAMIE AVE,34,1,0
2019,13XX N LARAMIE AVE,35,1,0
2019,13XX N LARAMIE AVE,36,1,0
2019,13XX N LARAMIE AVE,37,1,0
2019,13XX N LARAMIE AVE,38,2,0
2019,13XX N LARAMIE AVE,39,1,0
2019,14XX N HUMBOLDT DR,23,1,0
2019,14XX N HUMBOLDT DR,24,1,0
2019,14XX N HUMBOLDT DR,25,2,0
2019,14XX N HUMBOLDT DR,26,1,0
2019,14XX N HUMBOLDT DR,27,1,0
2019,14XX N HUMBOLDT DR,28,2,0
2019,14XX N HUMBOLDT DR,29,3,0
2019,14XX N HUMBOLDT DR,30,2,0
2019,14XX N HUMBOLDT DR,31,1,0
2019,14XX N HUMBOLDT DR,32,2,0
2019,14XX N HUMBOLDT DR,33,2,0
2019,14XX N HUMBOLDT DR,34,1,0
2019,14XX N HUMBOLDT DR,35,1,1
2019,14XX N HUMBOLDT DR,36,2,0
2019,14XX N HUMBOLDT DR,37,2,0
2019,14XX N HUMBOLDT DR,38,3,0
2019,14XX N HUMBOLDT DR,39,1,0
2019,17XX N PULASKI RD,23,1,0
2019,17XX N PULASKI RD,24,1,0
2019,17XX N PULASKI RD,25,1,0
2019,17XX N PULASKI RD,26,1,0
2019,17XX N PULASKI RD,27,1,0
2019,17XX N PULASKI RD,28,1,0
2019,17XX N PULASKI RD,29,1,0
2019,17XX N PULASKI RD,30,1,0
2019,17XX N PULASKI RD,32,2,0
2019,17XX N PULASKI RD,33,2,0
2019,17XX N PULASKI RD,34,2,0
2019,17XX N PULASKI RD,35,1,1
2019,17XX N PULASKI RD,36,2,0
2019,17XX N PULASKI RD,37,3,0
2019,17XX N PULASKI RD,38,2,0
2019,17XX N PULASKI RD,39,1,0
2019,17XX W 95TH ST,23,2,0
2019,17XX W 95TH ST,24,1,0
2019,17XX W 95TH ST,25,2,0
2019,17XX W 95TH ST,26,2,0
2019,17XX W 95TH ST,27,1,0
2019,17XX W 95TH ST,28,2,0
2019,17XX W 95TH ST,29,2,0
2019,17XX W 95TH ST,30,1,0
2019,17XX W 95TH ST,32,2,0
2019,17XX W 95TH ST,33,1,0
2019,17XX W 95TH ST,34,2,0
2019,17XX W 95TH ST,35,2,0
2019,17XX W 95TH ST,36,1,1
2019,17XX W 95TH ST,37,1,0
2019,17XX W 95TH ST,38,2,0
2019,17XX W 95TH ST,39,2,0
2019,17XX W ADDISON ST,23,2,0
2019,17XX W ADDISON ST,24,2,0
2019,17XX W ADDISON ST,25,1,0
2019,17XX W ADDISON ST,28,2,0
2019,17XX W ADDISON ST,29,1,0
2019,17XX W ADDISON ST,31,1,0
2019,17XX W ADDISON ST,32,1,0
2019,17XX W ADDISON ST,33,3,0
2019,17XX W ADDISON ST,34,2,0
2019,17XX W ADDISON ST,35,2,0
2019,17XX W ADDISON ST,36,1,0
2019,17XX W ADDISON ST,37,2,0
2019,17XX W ADDISON ST,38,2,0
2019,17XX W ADDISON ST,39,1,0
2019,1XX N CENTRAL PARK DR,23,2,0
2019,1XX N CENTRAL PARK DR,24,2,0
2019,1XX N CENTRAL PARK DR,25,4,0
2019,1XX N CENTRAL PARK DR,26,4,0
2019,1XX N CENTRAL PARK DR,27,2,0
2019,1XX N CENTRAL PARK DR,28,4,0
2019,1XX N CENTRAL PARK DR,29,3,0
2019,1XX N CENTRAL PARK DR,30,4,0
2019,1XX N CENTRAL PARK DR,31,3,0
2019,1XX N CENTRAL PARK DR,32,2,1
2019,1XX N CENTRAL PARK DR,33,3,1
2019,1XX N CENTRAL PARK DR,34,3,1
2019,1XX N CENTRAL PARK DR,35,4,0
2019,1XX N CENTRAL PARK DR,37,4,0
2019,1XX N CENTRAL PARK DR,38,4,0
2019,1XX N CENTRAL PARK DR,39,4,0
2019,21XX N CANNON DR,23,1,0
2019,21XX N CANNON DR,24,2,0
2019,21XX N CANNON DR,25,1,0
2019,21XX N CANNON DR,26,1,0
2019,21XX N CANNON DR,27,1,0
2019,21XX N CANNON DR,28,2,0
2019,21XX N CANNON DR,29,2,0
2019,21XX N CANNON DR,30,1,0
2019,21XX N CANNON DR,31,1,0
2019,21XX N CANNON DR,32,2,0
2019,21XX N CANNON DR,33,3,0
2019,21XX N CANNON DR,34,1,0
2019,21XX N CANNON DR,35,2,0
2019,21XX N CANNON DR,36,1,0
2019,21XX N CANNON DR,37,1,1
2019,21XX N CANNON DR,38,1,0
2019,21XX N CANNON DR,39,2,0
2019,22XX N CANNON DR,23,5,0
2019,22XX N CANNON DR,24,5,0
2019,22XX N CANNON DR,25,5,0
2019,22XX N CANNON DR,26,4,0
2019,22XX N CANNON DR,27,4,0
