STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/30/19,6.71,0.22,0,0,66,78,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/31/19,9.4,0,0,0,71,81,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/1/19,8.95,0,0,0,71,80,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/2/19,8.72,0,0,0,60,70,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/3/19,8.05,0,0,0,58,67,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/4/19,10.51,0.29,0,0,64,82,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/5/19,9.4,0.29,0,0,74,83,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/6/19,6.93,0,0,0,65,75,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/7/19,8.95,0,0,0,66,78,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/8/19,9.17,0,0,0,67,76,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/9/19,5.82,0,0,0,69,75,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/10/19,13.65,0,0,0,67,74,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/11/19,8.28,0,0,0,69,82,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/12/19,10.07,0.75,0,0,67,71,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/13/19,14.09,0.05,0,0,58,68,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/14/19,14.54,0.05,0,0,65,80,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/15/19,8.28,0.02,0,0,67,70,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/16/19,9.62,0.07,0,0,57,60,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/17/19,7.61,0,0,0,59,67,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/18/19,4.25,0,0,0,64,78,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/19/19,9.4,0.18,0,0,67,72,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/20/19,9.84,0.28,0,0,60,71,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/21/19,7.16,0,0,0,63,72,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/22/19,10.29,0,0,0,67,79,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/23/19,10.29,0.38,0,0,73,81,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/24/19,9.62,0.17,0,0,71,78,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/25/19,11.18,0.14,0,0,72,85,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/26/19,5.82,0.15,0,0,78,89,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/27/19,7.61,0.02,0,0,77,89,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/28/19,7.61,0.01,0,0,76,90,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/29/19,5.14,0,0,0,78,87,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/30/19,5.82,0.2,0,0,78,91,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/1/19,6.26,0,0,0,77,89,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/2/19,9.84,0.01,0,0,84,92,74
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/3/19,6.71,0.41,0,0,78,86,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/4/19,8.28,0,0,0,78,91,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/5/19,6.04,0.47,0,0,81,91,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/6/19,12.53,0,0,0,78,83,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/7/19,13.87,0,0,0,70,77,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/8/19,6.71,0,0,0,71,83,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/19,7.16,0,0,0,74,88,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/19,10.51,0.01,0,0,83,94,75
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/19,8.05,0,0,0,78,82,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/19,6.04,0,0,0,72,87,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/13/19,9.62,0,0,0,82,94,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/14/19,6.49,0,0,0,79,91,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/15/19,11.63,0,0,0,81,92,74
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/16/19,6.49,0.05,0,0,77,82,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/17/19,5.37,0.47,0,0,80,92,74
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/18/19,10.96,1.36,0,0,77,87,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/19/19,11.86,0,0,0,85,93,81
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/20/19,11.63,0.08,0,0,85,95,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/21/19,12.3,0.76,0,0,74,79,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/22/19,12.75,0,0,0,70,75,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/23/19,7.61,0,0,0,70,80,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/24/19,5.14,0,0,0,71,81,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/25/19,4.92,0,0,0,73,85,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/26/19,9.4,0,0,0,76,85,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/27/19,13.65,0,0,0,80,89,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/28/19,11.41,0,0,0,81,89,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/29/19,8.05,0.32,0,0,77,82,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/30/19,7.83,0,0,0,73,78,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/31/19,8.95,0,0,0,69,76,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/1/19,6.93,0,0,0,69,80,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/2/19,5.37,0,0,0,72,83,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/3/19,3.8,0,0,0,75,89,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/4/19,4.7,0,0,0,79,89,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/5/19,8.28,0,0,0,79,90,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/6/19,6.71,0.01,0,0,76,85,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/7/19,7.83,0,0,0,77,88,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/19,10.07,0.01,0,0,79,87,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/19,5.82,0,0,0,73,83,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/19,5.37,0,0,0,74,86,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/19,7.38,0,0,0,74,82,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/12/19,4.92,0.5,0,0,76,84,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/13/19,6.71,0.19,0,0,75,86,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/14/19,7.16,0,0,0,72,83,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/15/19,7.83,0,0,0,70,79,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/16/19,7.61,0,0,0,72,84,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/17/19,4.92,0.18,0,0,73,77,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/18/19,7.83,0.86,0,0,74,82,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/19/19,4.7,0,0,0,76,85,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/20/19,3.8,0.35,0,0,74,76,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/21/19,6.26,0.02,0,0,73,83,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/22/19,10.51,0,0,0,71,76,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/23/19,10.29,0,0,0,68,74,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/24/19,8.05,0,0,0,67,75,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/25/19,10.29,0,0,0,69,78,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/26/19,9.62,1.4,0,0,70,76,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/27/19,9.84,0,0,0,72,79,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/28/19,11.63,0,0,0,68,75,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/29/19,12.75,0,0,0,70,84,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/30/19,5.82,0,0,0,70,74,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/31/19,9.4,0.11,0,0,67,75,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/1/19,4.47,0.34,0,0,67,73,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/2/19,6.49,0,0,0,70,82,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/3/19,12.3,0.22,0,0,72,80,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/4/19,8.95,0,0,0,68,69,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/5/19,4.92,0,0,0,64,74,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/6/19,11.18,0,0,0,67,72,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/7/19,8.28,0,0,0,66,78,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/8/19,8.28,0.03,0,0,65,66,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/19,7.61,0.02,0,0,67,76,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/19,9.4,0,0,0,78,90,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/19,9.17,0.19,0,0,80,89,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/12/19,8.05,0.28,0,0,72,78,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/13/19,11.86,1.35,0,0,73,77,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/14/19,7.61,0.06,0,0,67,80,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/15/19,8.05,0.43,0,0,71,78,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/16/19,7.83,0,0,0,71,74,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/17/19,6.04,0,0,0,69,78,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/18/19,7.38,0,0,0,71,82,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/19/19,5.59,0.01,0,0,72,83,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/20/19,3.8,0,0,0,74,84,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/21/19,12.08,0.17,0,0,75,78,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/22/19,10.07,1.47,0,0,72,77,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/23/19,8.95,0,0,0,67,74,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/24/19,12.08,0,0,0,67,79,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/25/19,12.75,0,0,0,70,79,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/26/19,8.95,0,0,0,65,72,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/27/19,10.51,2.28,0,0,63,69,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/28/19,13.65,0.19,0,0,61,66,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/29/19,7.61,0.57,0,0,61,66,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/30/19,8.72,0,0,0,71,85,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/19,10.07,0,0,0,79,86,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/2/19,10.51,1.76,0,0,66,68,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/3/19,10.29,0.57,0,0,61,67,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/4/19,10.96,0,0,0,52,58,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/5/19,9.4,0.27,0,0,55,63,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/6/19,9.62,0,0,0,59,67,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/7/19,7.38,0,0,0,59,69,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/8/19,4.25,0,0,0,57,70,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/19,7.83,0,0,0,60,70,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/19,8.72,0.19,0,0,62,70,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/19,12.3,0.59,0,0,60,67,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/19,13.87,0,0,0,43,54,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/19,10.51,0,0,0,45,52,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/19,6.93,0,0,0,45,54,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/19,10.51,0,0,0,50,62,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/19,14.09,0,0,0,49,52,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/19,5.59,0,0,0,46,54,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/19,6.93,0,0,0,47,59,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/19,7.83,0,0,0,53,68,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/19,7.38,0,0,0,56,63,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/19,15.66,0.05,0,0,56,67,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/19,17.22,0.01,0,0,50,51,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/19,8.72,0.02,0,0,47,58,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/19,6.26,0,0,0,47,50,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/19,3.8,0,0,0,44,48,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/19,12.53,2.18,0,0,42,48,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/19,9.62,0.04,0,0,49,58,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/19,3.8,0,0,0,47,49,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/19,8.28,0.15,0,0,40,45,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/30/19,12.3,0.62,1.2,1.2,36,41,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/31/19,14.99,0.31,3.4,0,33,33,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/1/19,9.62,0.01,0,2,31,44,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/2/19,10.51,0,0,0,38,42,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/3/19,7.83,0,0,0,39,53,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/4/19,10.74,0,0,0,48,51,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/5/19,7.61,0,0,0,38,40,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/6/19,11.41,0.01,0,0,39,55,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/7/19,11.18,0,0.1,0,28,31,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/8/19,7.16,0,0,0,23,32,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/9/19,10.29,0,0,0,34,46,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/19,8.5,0.04,0,0,41,43,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/19,16.78,0.25,3.4,2,28,33,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/19,9.4,0,0,3.1,13,17,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/13/19,11.63,0,0,2,16,27,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/14/19,7.16,0.01,0.2,2,27,30,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/15/19,6.04,0,0,2,27,38,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/16/19,5.37,0,0,1.2,33,42,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/17/19,6.49,0.04,0,0,33,40,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/18/19,5.14,0,0,0,37,40,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/19/19,2.91,0.01,0,0,37,41,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/20/19,6.49,0,0,0,41,47,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/21/19,14.76,0.51,0,0,47,54,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/22/19,6.71,0,0,0,36,38,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/23/19,6.26,0,0,0,31,40,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/24/19,9.4,0,0,0,38,50,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/25/19,7.16,0,0,0,44,53,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/26/19,7.61,0.37,0,0,41,50,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/27/19,21.03,0.25,0,0,44,55,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/28/19,8.28,0,0,0,34,37,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/29/19,6.49,0,0,0,36,40,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/30/19,13.2,0.37,0,0,37,40,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/1/19,10.07,0.11,0.1,0,39,41,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/2/19,10.29,0,0,0,32,35,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/3/19,11.86,0,0,0,32,40,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/4/19,12.08,0,0,0,37,43,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/5/19,6.71,0,0,0,36,45,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/6/19,9.84,0,0,0,38,42,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/7/19,8.28,0,0,0,31,37,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/8/19,10.29,0,0,0,38,47,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/9/19,12.97,0.05,0,0,46,47,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/19,11.86,0,0,0,22,24,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/19,7.38,0,0.1,0,18,24,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/19,12.3,0,0,0,28,45,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/13/19,4.92,0,0,0,40,45,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/14/19,9.4,0,0,0,33,35,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/15/19,6.04,0,0,0,24,26,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/16/19,6.71,0.01,0.3,0,26,30,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/17/19,10.74,0,0,0,25,29,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/18/19,8.72,0,0,0,20,27,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/19/19,8.5,0,0,0,23,35,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/20/19,5.59,0,0,0,30,41,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/21/19,7.61,0,0,0,38,47,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/22/19,10.07,0,0,0,40,52,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/23/19,7.61,0,0,0,42,52,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/24/19,8.05,0,0,0,40,55,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/25/19,8.72,0,0,0,47,57,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/26/19,11.18,0,0,0,56,61,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/27/19,7.16,0,0,0,37,37,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/28/19,6.93,0.28,0,0,34,48,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/29/19,10.96,0.93,0,0,52,57,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/30/19,17.67,0.09,0.7,0,38,47,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/31/19,14.54,0.08,0.8,2,26,28,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/1/20,11.86,0,0,0,28,42,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/2/20,11.63,0,0,0,42,48,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/3/20,6.04,0,0,0,38,41,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/4/20,9.17,0.03,0.5,1.2,32,33,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/5/20,13.87,0,0,0,31,42,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/6/20,9.62,0,0,0,34,42,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/7/20,10.74,0,0,0,34,40,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/8/20,11.18,0,0,0,24,29,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/9/20,16.11,0.02,0,0,32,50,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/10/20,11.41,0.84,0,0,46,50,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/11/20,25.05,0.37,2.1,0,34,37,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/12/20,6.49,0,0,2,26,31,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/13/20,8.28,0,0.2,2,31,33,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/14/20,8.5,0,0,1.2,35,39,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/15/20,8.05,0,0,0,32,36,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/16/20,11.63,0,0,0,25,29,11
