STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/22/20,10.29,0,0,0,37,42,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/23/20,20.8,0.17,0,0,47,58,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/24/20,14.76,0,0.2,0,22,26,9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/25/20,12.53,0,0,0,13,22,8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/26/20,5.82,0,0,0,23,33,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/27/20,8.72,0,0,0,32,47,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/28/20,10.51,0,0,0,33,34,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/29/20,8.28,0.52,2.6,0,24,32,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/30/20,14.09,0.19,0,1.2,32,35,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/31/20,4.03,0,0,1.2,26,29,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/1/21,11.86,0.38,1.3,1.2,27,35,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/2/21,6.26,0,0,2,32,35,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/3/21,6.93,0.03,0.4,2,32,33,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/4/21,7.83,0,0,2,27,30,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/5/21,5.59,0,0,2,31,37,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/6/21,4.7,0,0,2,33,39,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/7/21,9.17,0,0,2,35,38,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/8/21,11.86,0.02,0.2,1.2,34,36,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/9/21,7.38,0,0,1.2,31,37,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/10/21,5.82,0,0,1.2,29,29,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/11/21,13.2,0,0,1.2,25,30,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/12/21,10.74,0,0,1.2,31,37,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/13/21,8.5,0,0,1.2,35,41,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/14/21,9.17,0.14,0,0,36,40,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/15/21,6.04,0.01,0,0,35,39,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/16/21,8.5,0.07,0.7,1.2,33,36,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/17/21,6.71,0.05,0.7,1.2,32,34,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/18/21,9.17,0,0.1,1.2,28,30,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/19/21,10.07,0.05,1.7,1.2,24,32,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/20/21,12.97,0,0,1.2,23,34,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/21/21,14.32,0,0,1.2,34,39,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/22/21,10.29,0,0,0,23,30,12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/23/21,5.59,0,0,0,17,30,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/24/21,6.93,0.02,0,0,30,34,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/25/21,14.32,0.05,0.7,0,31,34,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/26/21,17.67,0.48,5.3,3.1,31,32,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/27/21,11.18,0,0,5.9,24,27,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/28/21,5.14,0,0,5.1,17,26,8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/29/21,6.04,0,0,5.1,22,32,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/30/21,16.55,0.36,4.5,3.9,31,34,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/31/21,16.78,0.29,6.3,11,31,32,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/1/21,11.18,0,0,14.2,29,33,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/2/21,9.17,0,0,13,26,33,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/3/21,5.14,0,0,11.8,26,36,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/4/21,15.21,0.31,2.3,11,32,39,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/5/21,18.12,0,0.1,11.8,17,19,8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/6/21,9.17,0.07,0.7,11,9,12,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/7/21,8.28,0,0,11.8,1,5,-7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/8/21,4.03,0.08,3.9,11,5,15,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/9/21,8.28,0,0.1,14.2,8,18,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/10/21,8.28,0.03,0.5,13,10,16,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/11/21,11.41,0.01,0.4,13,12,21,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/12/21,9.62,0.01,0.1,13,14,17,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/13/21,10.96,0.12,3.2,13,8,12,-1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/14/21,10.74,0.03,0.6,15,0,4,-5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/15/21,16.11,0.19,6.1,16.1,4,12,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/16/21,10.29,0.01,0.8,20.9,12,20,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/17/21,4.92,0,0,20.1,15,27,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/18/21,5.59,0.04,1.6,18.1,21,26,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/19/21,8.72,0,0,18.1,16,20,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/20/21,5.14,0,0,16.9,17,29,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/21/21,10.96,0.32,1.2,16.1,26,37,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/22/21,14.99,0,0,16.1,33,40,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/23/21,10.07,0,0,14.2,40,47,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/24/21,10.96,0,0,9.8,42,45,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/25/21,7.16,0,0,7.1,34,40,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/26/21,8.28,0.02,0,5.9,34,43,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/27/21,7.16,0,0,5.1,40,52,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/28/21,11.63,0.01,0,3.1,43,49,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/1/21,8.5,0,0,0,33,35,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/2/21,10.74,0,0,0,30,43,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/3/21,8.28,0,0,0,44,59,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/4/21,13.42,0,0,0,36,37,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/5/21,5.82,0,0,0,34,49,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/6/21,3.36,0,0,0,36,48,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/7/21,7.16,0,0,0,36,52,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/8/21,10.74,0,0,0,51,62,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/9/21,10.07,0,0,0,53,69,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/10/21,19.01,0,0,0,61,69,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/11/21,13.87,0.16,0,0,55,64,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/12/21,8.28,0,0,0,45,54,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/13/21,5.37,0,0,0,43,59,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/14/21,16.78,0,0,0,45,48,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/15/21,16.11,0.23,1.8,0,35,40,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/16/21,6.49,0,0,1.2,35,38,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/17/21,13.2,0.37,0,0,36,39,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/18/21,27.96,0.06,0,0,39,43,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/19/21,10.29,0,0,0,39,45,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/20/21,6.26,0,0,0,41,58,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/21/21,9.84,0,0,0,50,65,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/22/21,9.84,0,0,0,56,68,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/23/21,10.51,0.24,0,0,57,64,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/24/21,14.99,0.01,0,0,55,58,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/25/21,11.63,0.18,0,0,47,50,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/26/21,6.49,0,0,0,39,45,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/27/21,9.62,0,0,0,47,66,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/28/21,15.66,0,0,0,48,51,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/29/21,14.99,0,0,0,44,62,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/30/21,17,0,0,0,57,68,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/31/21,14.09,0,0,0,42,44,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/1/21,11.63,0,0,0,33,40,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/2/21,8.72,0,0,0,36,51,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/3/21,12.97,0,0,0,51,71,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/4/21,5.82,0,0,0,60,76,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/5/21,11.63,0,0,0,67,76,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/6/21,10.74,0,0,0,70,81,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/7/21,10.51,0,0,0,70,82,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/8/21,9.17,0.36,0,0,63,69,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/9/21,10.51,0,0,0,54,62,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/10/21,8.05,0.26,0,0,53,55,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/11/21,5.14,0.01,0,0,50,56,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/12/21,11.41,0,0,0,54,62,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/13/21,11.41,0,0,0,49,54,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/14/21,10.29,0,0,0,44,51,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/15/21,8.95,0,0,0,45,56,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/16/21,6.49,0,0,0,47,57,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/17/21,7.16,0,0,0,44,56,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/18/21,5.82,0,0,0,49,62,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/19/21,11.86,0,0,0,51,52,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/20/21,6.26,0,0,0,40,43,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/21/21,8.95,0,0,0,39,50,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/22/21,9.17,0,0,0,42,60,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/23/21,10.51,0,0,0,53,62,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/24/21,4.92,0,0,0,55,64,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/25/21,10.96,0,0,0,46,47,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/26/21,15.21,0,0,0,53,79,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/27/21,14.32,0,0,0,73,87,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/28/21,9.17,0.04,0,0,52,51,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/29/21,9.62,0.04,0,0,53,71,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/30/21,11.86,0,0,0,53,56,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/1/21,17.22,0,0,0,56,85,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/2/21,16.11,0,0,0,74,85,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/3/21,8.72,0.07,0,0,65,73,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/4/21,8.5,0,0,0,57,58,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/5/21,9.17,0,0,0,51,61,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/6/21,7.61,0.06,0,0,49,56,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/7/21,9.84,0,0,0,50,60,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/8/21,6.71,0.1,0,0,45,54,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/9/21,12.3,0.12,0,0,46,57,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/10/21,9.17,0,0,0,46,52,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/11/21,6.93,0,0,0,46,56,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/12/21,5.82,0,0,0,50,62,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/13/21,4.92,0,0,0,55,70,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/14/21,6.71,0,0,0,60,71,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/15/21,7.16,0.01,0,0,59,62,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/16/21,3.8,0,0,0,62,72,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/17/21,7.61,0,0,0,63,70,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/18/21,9.84,0.07,0,0,65,76,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/19/21,10.96,0.04,0,0,69,75,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/20/21,10.74,0,0,0,74,86,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/21/21,8.5,0,0,0,77,86,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/22/21,7.61,0,0,0,78,88,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/23/21,7.61,0.02,0,0,75,82,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/24/21,7.38,0,0,0,69,90,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/25/21,13.42,0.03,0,0,79,85,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/26/21,11.63,0.74,0,0,73,82,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/27/21,17.67,0.03,0,0,57,59,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/28/21,19.46,0.5,0,0,48,49,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/29/21,12.53,0,0,0,51,60,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/30/21,4.92,0,0,0,56,69,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/31/21,7.16,0,0,0,63,70,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/1/21,4.25,0,0,0,63,77,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/2/21,5.82,0,0,0,67,78,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/3/21,5.37,0,0,0,71,87,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/4/21,10.96,0,0,0,80,91,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/5/21,12.3,0,0,0,81,92,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/6/21,11.41,0,0,0,81,89,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/7/21,6.71,0,0,0,78,80,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/8/21,4.25,0.01,0,0,78,91,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/9/21,5.82,0,0,0,80,89,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/10/21,5.82,0,0,0,77,90,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/11/21,4.25,0,0,0,81,92,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/12/21,5.14,1.5,0,0,80,93,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/13/21,7.16,0,0,0,78,87,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/14/21,11.63,0,0,0,75,83,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/15/21,9.62,0,0,0,71,77,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/16/21,6.93,0,0,0,67,77,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/17/21,8.05,0.04,0,0,71,88,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/18/21,8.5,0.21,0,0,81,90,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/19/21,10.74,0,0,0,80,90,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/20/21,6.26,1.85,0,0,72,82,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/21/21,12.3,0,0,0,70,72,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/22/21,7.61,0,0,0,63,73,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/23/21,14.32,0.02,0,0,69,79,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/24/21,10.07,0.46,0,0,72,76,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/25/21,9.17,1.31,0,0,72,77,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/26/21,10.29,0.63,0,0,75,82,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/27/21,11.86,0,0,0,76,83,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/28/21,5.82,0.17,0,0,72,82,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/29/21,7.38,0.29,0,0,76,84,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/30/21,5.82,0.29,0,0,77,83,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/1/21,13.42,0,0,0,71,76,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/2/21,6.71,0,0,0,65,73,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/3/21,8.95,0,0,0,70,86,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/4/21,7.16,0,0,0,79,89,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/5/21,12.3,0,0,0,82,91,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/6/21,10.07,0,0,0,83,91,77
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/7/21,8.72,0,0,0,80,89,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/8/21,7.83,0,0,0,67,68,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/21,7.61,0,0,0,66,76,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/21,9.84,0.11,0,0,69,76,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/21,13.2,0.09,0,0,68,71,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/21,8.5,0.04,0,0,70,74,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/13/21,5.59,0,0,0,71,80,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/14/21,10.07,0,0,0,76,84,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/15/21,10.07,1.12,0,0,75,79,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/16/21,11.63,0.04,0,0,69,73,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/17/21,10.96,0,0,0,71,77,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/18/21,8.05,0,0,0,73,82,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/19/21,5.37,0,0,0,73,85,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/20/21,9.4,0,0,0,76,88,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/21/21,8.95,0,0,0,70,75,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/22/21,4.47,0,0,0,72,86,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/23/21,7.61,0,0,0,80,89,74
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/24/21,8.72,0.12,0,0,82,92,75
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/25/21,5.82,0,0,0,81,90,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/26/21,4.03,0,0,0,82,94,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/27/21,6.93,0,0,0,80,87,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/28/21,8.05,0.21,0,0,81,88,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/29/21,13.65,0.17,0,0,82,89,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/30/21,10.96,0,0,0,70,73,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/31/21,5.82,0,0,0,69,80,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/1/21,10.74,0,0,0,72,76,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/2/21,4.92,0,0,0,69,78,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/3/21,4.03,0,0,0,72,83,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/4/21,3.36,0,0,0,75,85,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/5/21,7.83,0,0,0,76,87,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/6/21,10.29,0.19,0,0,77,83,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/7/21,7.61,0,0,0,76,89,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/21,11.86,0.03,0,0,83,92,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/21,10.07,0.64,0,0,75,83,70
